symbol,token
965SCL28C-BR,18856
971SCL28C-BU,18861
597CG27-SG,1887
MAZDA-BE,18870
957SCL30-BX,18879
743RJ49-SG,18916
SUNDARAM-EQ,18931
747HR33A-SG,18946
RAJRATAN-EQ,18962
KAPSTON-EQ,18967
SGBMAY28-GB,18972
664MZ32-SG,1899
STYRENIX-EQ,19
CUMMINSIND-EQ,1901
663WB41-SG,1902
754UK33-SG,19163
759HR35-SG,19166
767PN35-SG,19167
75AP41-SG,19174
762BR31-SG,19181
TI-EQ,19196
HISARMETAL-EQ,19322
FELDVR-BE,17006
835IFL25-NV,17016
IIFLZC26B-NY,17034
SGBSEP31II-GB,19456
SHARIABEES-EQ,17044
672RJ30-SG,171
SUMICHEM-EQ,17105
PENTAGON-SM,17132
IDEAFORGE-EQ,17140
JAYSREETEA-EQ,1720
742TN33-SG,17221
743AP41-SG,17250
673SK30-SG,173
NHPC-EQ,17400
NETWEB-EQ,17433
741GA33-SG,17455
INCREDIBLE-EQ,17507
990SCL26I-AV,17515
DAMODARIND-EQ,17541
665PN50A-SG,1757
ZYDUSWELL-EQ,17635
745AP33-SG,17643
SGBFEB28IX-GB,17664
743TN53-SG,17671
GPTINFRA-EQ,17685
743TS41-SG,17840
ORIANA-SM,17882
GEEKAYWIRE-EQ,17922
BAYERCROP-EQ,17927
PGIMCSR2G-MF,17996
BPF02D3R-MF,18008
BPF02D5R-MF,18062
BPF02IDR-MF,18063
DBL-EQ,18086
JUBLFOOD-EQ,18096
ELECTCAST-W1,18116
DBREALTY-EQ,18124
FISTIP3GP-MF,18182
HFMPCC50RD-MF,18186
532AS26-SG,1821
749UP34-SG,18210
ORIENTLTD-BE,18211
746AP38-SG,18216
SEL-ST,18267
74WB42-SG,18283
741RJ39-SG,18335
747UK33-SG,18402
KCP-EQ,1841
719GS2060-GS,18474
TVVISION-BE,18508
748PN34-SG,18521
747HR33-SG,18529
DIACABS-BE,18545
UNIHEALTH-SM,18582
741WB42-SG,18686
744MP35-SG,18703
SCL25B-BI,18829
NIRAJISPAT-EQ,18840
925SCL28C-BS,18859
SGBAPR28I-GB,18862
1075SCL33A-N2,18902
PNBHOUSING-EQ,18908
VBL-EQ,18921
663PN51-SG,1910
INSPIRE-SM,19154
751MP38-SG,19169
754RJ33-SG,19191
875NHAI29-N6,192
KOTAKBANK-EQ,1922
AARTISURF-EQ,19233
ITDC-EQ,19299
BOROLTD-EQ,19401
762GJ28-SG,19480
756JK53-SG,19521
768UP34-SG,19532
BSE-EQ,19585
772TS35-SG,19609
769KA33-SG,19615
ITETF-EQ,19633
RCDL-SM,19681
774RJ39-SG,19728
772AP41-SG,19729
767TS45-SG,19733
925SCL25-N5,19756
990SCL26-N7,19760
888SCL25D-NC,19774
CELLO-EQ,19795
SARTELE-SM,19863
RADIOCITY-EQ,19877
779WB40-SG,19905
771MH33-SG,19911
769HUDCO31-N9,19930
EGOLD-EQ,19933
876HUDCO28-ND,19968
71JK30-SG,20018
714AP34-SG,20019
711HP30-SG,20040
SCLZC26D-NO,20082
TASTYBITE-EQ,20092
1050SCL30-NU,20111
732GS2030-GS,20136
BABAFP-SM,20141
69AS30-SG,20155
CANTABIL-EQ,20160
662HR41-SG,2019
750GA30-SG,20218
766ML32-SG,20231
664UP31-SG,2024
OBEROIRLTY-EQ,20242
IRFC-EQ,2029
717HR29-SG,20310
RESPONIND-EQ,20323
768TN30B-SG,20335
775GA33-SG,20348
775UP33-SG,20349
778NL33-SG,20395
NACLIND-EQ,20425
888IHFL25F-NC,20427
APCL-EQ,20453
860CIFCL28-NG,20443
CHENNPETRO-EQ,2049
721AP31-SG,20575
79ABF28-N9,20580
803ABF33-NB,20584
670AP26-SG,20600
850TPL26-N0,20612
SCHAND-EQ,20698
771JK48-SG,20746
685GA31-SG,2077
10ISFL26-N3,20771
715AP32-SG,20773
HUDCO-EQ,20825
697KA28-SG,20864
793KA31-SG,20965
948SCL26B-Y8,21000
688AP34-SG,21138
774RJ34-SG,21156
692BR32-SG,21161
778PN37-SG,21165
705AP31-SG,21237
LOWVOLIETF-EQ,21254
778AS34-SG,21270
772KA37-SG,21281
BDL-EQ,2144
771REC27-NJ,21470
SGBJUL25-GB,21477
773BR39A-SG,21539
76TS43-SG,21542
655AP28-SG,21549
835SMFG27-N0,21572
875GFL27-N0,21615
729BR30-SG,21642
724AP33-SG,21644
HINDMOTORS-EQ,21676
CADSYS-ST,21824
DIAMONDYD-EQ,21840
TIRUPATI-SM,21868
773MZ39-SG,21872
722PN32-SG,21893
810KL32-SG,21905
HFCL-EQ,21951
833TPL27-N5,21953
INDTERRAIN-EQ,21957
698MP30-SG,21978
709MP30-SG,21991
80NL30-SG,21995
IEX-EQ,220
657MZ35-SG,22014
720MZ30-SG,22015
658RJ30-SG,22050
687RJ25-SG,22067
714RJ30-SG,22074
703RJ30-SG,22076
703UP30-SG,22087
722UP30-SG,22089
690UP30-SG,22093
714UP30-SG,22095
709UP30-SG,22096
691UP30-SG,22100
669TN50-SG,22113
694TN50-SG,22126
649TN50-SG,22136
698WB35-SG,22149
717CG30-SG,22160
735WB30-SG,22177
679JK30-SG,22182
765TS30-SG,22188
743TS54-SG,22211
722AP31-SG,22215
EBBETF0425-EQ,22243
NDRAUTO-EQ,22255
65GA30-SG,22261
644UP30-SG,22262
646WB30-SG,22269
549RJ25-SG,22300
632KA28-SG,22302
652TS50-SG,22304
649KA31-SG,22336
661MP35-SG,22338
ITIETF-EQ,22365
668WB30-SG,22411
666TN30-SG,22413
705NL31-SG,2242
677AP40-SG,22422
705RJ31-SG,2245
64KA30A-SG,22452
671TS50-SG,22457
810NIIF34-N0,22461
83117SMF25-N1,22486
76GJ33-SG,22493
765CG33-SG,22494
888ERFL28-N5,2252
CIF27-NM,22553
749HR36-SG,22616
705WB31-SG,2265
JSFB-EQ,22663
RPTECH-EQ,22670
742GJ33-SG,22697
748AP44-SG,22704
ENTERO-EQ,22717
748UP34-SG,22749
IRISDOREME-EQ,2275
745JK54-SG,22760
840NIRMA26-N6,22809
105UCL2026-NB,22841
746PN33-SG,22865
742MP46-SG,22882
HLEGLAS-EQ,2289
832TPL28-N6,22893
SADHAV-SM,22897
820ABHF27-N5,22925
PLATIND-EQ,22930
755DDL39-N0,22944
EXICOM-EQ,22947
74RJ42-SG,22987
738TS49-SG,22999
INDUSINVIT-IV,23036
764ABL34-N0,23041
MUNJALSHOW-EQ,2307
SHREEKARNI-ST,23077
739CG33-SG,23079
738CG34-SG,23080
738UP34-SG,23086
737TS41-SG,23096
739WB42-SG,23098
676GS2061-GS,2317
746CG32-SG,23190
747UK34-SG,23196
745WB44-SG,23214
762NABAR29-N3,23254
CPSEETF-EQ,2328
948SCL27-YV,23297
1050SCFL31-Z2,23311
1025SCL34-Z8,23323
751JK54-SG,23338
744KA33-SG,23344
749CG35-SG,23349
364D270325-TB,23360
MUTF27-NL,23363
748PN37-SG,23428
TAC-ST,23441
K2INFRA-ST,23462
ALUWIND-SM,23474
NURECA-BE,2353
TGL-ST,23530
748UP40-SG,23543
831ABFL34-NF,23569
749TN34-SG,23584
ASIANPAINT-EQ,236
KBCGLOBAL-BE,2360
364D240425-TB,23602
JNKINDIA-EQ,23621
749TN44-SG,23640
FILATFASH-BE,23651
AAFS27B-N4,23669
AAFS34A-N5,23671
0MOFSL26-N1,23700
63PY26-SG,2372
744TS41-SG,23756
ABSMARINE-ST,23786
IEML-ST,23792
742RJ32-SG,23813
743MN36-SG,23816
77UP34-SG,19484
719SK31-SG,2384
UFIS2QPRG5-MF,23845
702GS2027-GS,23854
769UP35A-SG,19485
767AP38-SG,19487
762TN53-SG,19488
766HR35-SG,19533
766AP37-SG,19538
765TS39-SG,19550
ARVINDPORT-ST,19587
662TS41-SG,1959
773MN35-SG,19611
77UP33-SG,19616
768MP34-SG,19619
766TN43-SG,19622
777PN33-SG,19720
773KA35-SG,19721
773KA36-SG,19723
776MP37-SG,19727
765RJ48-SG,19740
902SCL26-N8,19763
920PEL28-N2,19853
ESAFSFB-EQ,19878
773BR38-SG,19904
863IRFC29-NC,1991
ORISSAMINE-EQ,19931
888IRFC29-NE,1999
66GA30A-SG,20
830PFCL27-N5,20022
892PFCL33-N8,20028
735NABAR31-N1,20032
925SCL28A-NS,20104
718HP32-SG,20108
CLEDUCATE-EQ,20223
767NL33B-SG,20243
ROCKINGDCE-SM,20289
SHAH-EQ,20296
SHANKARA-EQ,20321
704GJ30-SG,20359
FLAIR-EQ,20372
772KA35-SG,20396
772WB37-SG,20399
SHEETAL-SM,20415
CIFCZC25-ND,20433
767TN30-SG,20470
BAJEL-EQ,20531
GRAVITA-EQ,20534
HOMEFIRST-EQ,2056
810ABHF28-N0,20586
802ABHF28-N1,20588
689BR28-SG,2065
656AP31-SG,20666
85LTF26-NM,20713
865LTF26-NN,20715
76KA38-SG,20740
878MFL27-NH,20749
771HDFCB33-N0,20753
921ISFL25-N0,20762
688MN31-SG,2078
80409TCH27-NC,20786
MUTHOOTMF-EQ,20831
779SIDBI27-N0,20843
697KA30-SG,20912
654GA30-SG,20921
648AP27-SG,20922
767UP33-SG,20938
780KA30-SG,20964
965SCL25B-Y1,20970
SCLZC26G-YA,21008
FMNL-BE,21021
875SCL23A-YI,21028
8HR30-SG,21031
980SCL33B-YL,21044
INNOVACAP-EQ,21062
STOVEKRAFT-EQ,2107
TECHLABS-ST,21093
SAIFL-ST,21105
KICL-EQ,21119
AKANKSHA-SM,21121
774AP36A-SG,21164
KCEIL-ST,21185
654GJ30-SG,21216
875TCAPS29-NB,21227
815LTF27-NO,21231
AUBANK-EQ,21238
764GJ31-SG,21262
AVADHSUGAR-EQ,21406
MOM100-EQ,21423
THEINVEST-EQ,21427
768AS31-SG,21496
768KA39-SG,21513
ABCAPITAL-EQ,21614
728JK30-SG,21646
840TPL26-N0,21659
840TPL27-N1,21677
BRNL-EQ,21683
68PN26-SG,21711
CAPACITE-EQ,21749
ICICIGI-EQ,21770
MPTODAY-SM,21792
769GA34-SG,21865
705KL30-SG,21899
684KL30-SG,21913
699MN30-SG,21922
612KA27-SG,21929
609KA28-SG,21930
698MH28-SG,21939
714MH29-SG,21941
697MH28-SG,21946
704MP30-SG,21965
712MP35-SG,21966
72NL29-SG,21996
722AP28-SG,22031
708RJ30-SG,22035
649RJ30-SG,22043
788RJ32-SG,22065
710UP30-SG,22083
775TN30-SG,22104
674TN50-SG,22112
717TN29-SG,22123
670TN50-SG,22128
717TR30-SG,22140
72WB30-SG,22142
718CG27-SG,22161
717UK29-SG,22167
660TS30-SG,22195
717GJ30-SG,22214
714KA29A-SG,22225
757BOB24-N0,22234
649TS50-SG,22263
MODIRUBBER-EQ,2229
646JK30-SG,22303
649MH31-SG,22343
664RJ30-SG,22412
67PN40-SG,22456
SGBDE31III-GB,22476
765GA34-SG,22496
755TN54-SG,22509
CIFC26-NK,22545
860HFL29-N1,22564
HDFCPSUBK-EQ,22595
748MP40-SG,22620
746TS45-SG,22625
769LIC34-N0,22633
SIGNPOST-BE,22658
799TCL29-NE,22684
INM-SM,22770
TCL-SM,22777
783NHB27-N9,22797
747RL34-NL,22813
746UP34-SG,22876
743MH35-SG,22877
742KA39-SG,22880
832TPL27-N5,22891
74MH36-SG,22995
753IRED34-NA,23006
NMFINQRDP1-MF,23016
SONAMAC-SM,23052
729PY26-SG,23088
736TN54-SG,23105
18MVL27-N0,23111
HEIDELBERG-EQ,2316
833ABFL27-NE,23165
860CIFCL29-NR,23172
744TN34A-SG,23193
745KA35-SG,23201
745WB42-SG,23211
885CIFCL34-NS,23244
925SCL26B-YQ,23287
0SCL26-YR,23289
990SCL27-YT,23293
JAYNECOIND-EQ,2331
1075SCFL34-Z6,23319
751UP40-SG,23329
746MH41-SG,23330
748TS50-SG,23335
747CG34A-SG,23347
749UP36-SG,23350
BLUEPEBBLE-ST,23413
75UK29-SG,23546
135VCCL25-N0,23414
742TN34A-SG,23423
364D180425-TB,23550
75TN31-SG,23581
749AP40-SG,23587
753PN36-SG,23635
830SMF25-N4,23660
885MOFSL26-N0,23698
0MOFSL27-N3,23704
897MOFSL29-N4,23706
93MOFSL34-N6,23710
BSLGOLDETF-EQ,23804
74AP41-SG,23817
AWFIS-EQ,23864
737RJ34B-SG,23872
736RJ37-SG,23877
737MZ39-SG,23878
NELCO-EQ,2388
GSMFOILS-ST,23891
758RECL29-NQ,23894
865CIFL29-NW,23900
722AP37-SG,2395
10SCL31A-ZO,23961
AIMTRON-SM,23984
738AP49-SG,24002
743HR34-SG,24005
865TVSH29-N0,24041
738PY38A-SG,24048
744IRF34-N0,24065
792LIC27-N5,24073
TOP100CASE-EQ,24081
805TCHFL29-NG,24089
GPECO-ST,24113
920IIFLS26-N8,24133
960IIFLS26-N9,24135
1190VCCL26-N0,24223
864CIFL29-N0,24260
KIRLOSIND-EQ,19025
MASON-SM,24278
RAILTEL-EQ,2431
762AS33-SG,19186
KOPRAN-EQ,1919
LIQUIDETF-EQ,1927
MOM50-EQ,19289
ARVIND-EQ,193
662UP31-SG,1938
KARNIKA-SM,19465
KSB-EQ,1949
TICL-EQ,19501
762HP43-SG,19519
733GS2026-GS,19685
JITFINFRA-BE,19695
LIQUIDSBI-EQ,19705
763JK53-SG,19742
778BR31-SG,19747
980SCL33C-ND,19776
WELINV-EQ,19800
9PEL25-N0,19821
AMNPLST-EQ,19867
765TN30-SG,19908
LICHSGFIN-EQ,1997
72KA31-SG,20017
SCLZC25D-NJ,20039
866IIFC34B-N3,20056
1015SCL28-NR,20102
718BR30-SG,20109
719AP34-SG,20147
ASKAUTOLTD-EQ,20152
69KA30-SG,20154
77MH33A-SG,20172
WABAG-EQ,20188
663WB31-SG,2022
ASHAPURMIN-EQ,203
M&M-EQ,2031
709KA30-SG,20313
NRAIL-EQ,20314
771HR33-SG,20344
774RJ33-SG,20347
771WB43-SG,20363
774JK43-SG,20365
771AP37A-SG,20398
781MZ37-SG,20400
774BR38-SG,20401
IOLCP-EQ,20413
771AP31-SG,20472
771HR33A-SG,20475
774AS33A-SG,20476
77TS38-SG,20480
ASLIND-SM,20502
635AP27-SG,20572
813ABHF28-N3,20595
INOXINDIA-EQ,20607
714GA30-SG,20667
852LTF27-NG,20689
VTL-EQ,2073
761HP38-SG,20742
758TS41-SG,20745
885MFL28-NI,20751
717HP30-SG,20846
768IREDA33-N8,20848
ZEELEARN-EQ,20852
695HP33-SG,20859
686TS41-SG,2095
980SCL33D-YG,21024
780AP33-SG,21050
73HP30-SG,21051
SHEKHAWATI-BE,21099
724GJ29-SG,21169
CDSL-EQ,21174
910TCAP28-NA,21225
657AP30-SG,21235
778PY36-SG,21277
840CIFCL27-NI,21325
698AS31-SG,2134
PALASHSECU-EQ,21383
649KA30-SG,21390
TATSILV-EQ,21428
UTINEXT50-EQ,21478
697WB36-SG,2149
768CG32-SG,21499
764GJ33-SG,21500
COCHINSHIP-EQ,21508
MANAV-SM,21697
723KA28-SG,21710
665PN50-SG,21716
832TFSIL29-N0,21760
672PN30-SG,21786
RMDRIP-SM,21816
773KA41-SG,21818
TEXRAIL-EQ,21828
SUNDARMHLD-EQ,2183
759TS46-SG,21830
768JH32-SG,21851
896KL35-SG,21906
718KL29-SG,21912
703KL30-SG,21915
8MN30-SG,21923
69MN30-SG,21926
783MH30-SG,21940
NIFTYBETF-EQ,21959
657MP30-SG,21975
717MP29-SG,21976
673MP30-SG,21981
652NL30-SG,21993
704MZ30-SG,22019
708PY26-SG,22025
701PY26-SG,22027
BIRET-RR,2203
704RJ30-SG,22048
697RJ30-SG,22057
73RJ30-SG,22066
667RJ50-SG,22080
65UP30-SG,22081
663TN55-SG,22102
719TN30-SG,22125
633TN30-SG,22135
718WB35-SG,22144
729WB29-SG,22153
708CG30-SG,22159
718CG30-SG,22163
729UK29-SG,22171
785UK30-SG,22201
731TS60-SG,22206
725TS28-SG,22210
685WB30A-SG,22226
DHUNINV-EQ,22233
621AS26-SG,2224
70TS51-SG,2227
660AP39-SG,22332
702HP36-SG,2236
669TS50-SG,22371
663KA30-SG,22410
LOVABLE-EQ,22415
646RJ30A-SG,22450
LAWSIKHO-ST,22471
KONSTELEC-ST,22475
813LTF29-NP,22482
769PN36-SG,22503
767KL43-SG,22506
FONEBOX-SM,22517
739AP29-SG,22604
749AP36-SG,22615
748MP41-SG,22623
748JK54-SG,22626
CAPITALSFB-EQ,22675
745AP38-SG,22700
744TS46-SG,22706
747PY37-SG,22753
747BR39-SG,22755
744MP40-SG,22756
745KA40-SG,22757
745MP44A-SG,22758
MRF-EQ,2277
764RL27-NM,22815
744RJ34-SG,22867
744HR36-SG,22879
ABFRESET27-ND,22909
OWAIS-SM,22911
7835LIC27-N1,22971
74TN34-SG,22990
742AS34-SG,22991
74MH35-SG,22992
HAL-EQ,2303
778NHB27-NA,23063
739HP34-SG,23081
736JK49-SG,23102
PRATHAM-ST,23116
1090NFL26-NB,23121
SCILAL-EQ,23127
AVPINFRA-ST,23164
MOSMALL250-EQ,23181
748NL34-SG,23199
745KA37-SG,23205
746KA38-SG,23209
ENSER-ST,23233
965SCL29-YX,23301
749RJ40-SG,23327
747CG32-SG,23343
747CG33A-SG,23345
749KL36-SG,23351
752UP39-SG,23356
1035CCSP26-N2,23390
745HP44-SG,23424
743MH39-SG,23429
746AP43A-SG,23434
745MH39A-SG,23537
742MH37-SG,23541
748UP42-SG,23544
885NOM28-N2,23551
BIRDYS-SM,23559
755PGCI34-N2,23571
751PN37-SG,23585
749KL39-SG,23586
789SDIL29-N1,23656
859CIFCL29-NT,23658
895MFL27-NM,23667
747HP33-SG,23673
742AP43A-SG,23680
REFRACTORY-ST,23721
858CIF27-NU,23734
EMMIL-ST,23748
753RECL34-NP,23749
741AP47-SG,23759
741JK49-SG,23760
364D230525-TB,23821
708MH31-SG,2383
UFIS2QPRR5-MF,23851
734TN29-SG,23869
738TN33-SG,23870
734KL55-SG,23876
734AP48-SG,23883
BEACON-SM,23922
99SCL27-ZH,23944
971SCL29A-ZN,23958
738KL55-SG,24003
738HR34-SG,24056
364D190625-TB,24095
722RJ41-SG,2413
10IIFLSF27-NB,24139
AFIL-EQ,24159
768SID27-N0,24171
734AP35-SG,24182
732KL41-SG,24191
842GIL27-N0,24253
793TPRE29-N0,24257
PCCL-SM,24290
NXT-INFRA-IV,24298
753ICICI34-N0,24328
742KL46-SG,24342
736SBI39-N0,24455
733AP40-SG,24491
756RECL27-N0,24500
801TCL34-N0,24558
736WB40-SG,24569
APRAMEYA-ST,24641
734PN35-SG,24649
730KL52-SG,24663
818TFSIL27-N0,24695
ASHALOG-SM,24711
723TN34-SG,24753
726MP35-SG,24754
726HR36-SG,24755
731KL40-SG,24757
727MH44-SG,24759
BSLNIFTY-EQ,24781
890MFL27A-N0,24794
755RECL26-N0,24805
UNIECOM-EQ,24809
119VCCL26-N0,24828
721TN34-SG,24841
726TS35-SG,24842
POSITRON-SM,24864
722MH45-SG,24890
709GS2054-GS,24949
731RECL39-N0,24979
720MH34-SG,25010
725HR36-SG,25094
725MH45-SG,25101
TOP10ADD-EQ,25171
722TS38-SG,25213
722TN54A-SG,25217
SANOFICONR-EQ,25222
AUSL-ST,25251
KROSS-EQ,25252
932AEL27-N3,25283
956AEL29-N6,25294
ENVIRO-SM,25412
704MH29-SG,2542
PSFL-SM,25431
713RJ39-SG,25474
980SCL34B-N1,25572
715WB45-SG,25480
824PHFL28-N0,25508
SCL25924C-N1,25554
TRITURBINE-EQ,25584
724RJ36-SG,2560
MOMENTUM50-EQ,25606
GFL26-N0,25624
UYFINCORP-EQ,25626
ESSARSHPNG-BE,25638
FORGEAUTO-SM,25664
69KA27-SG,25699
878MUTF29-N0,25742
VIKASECO-EQ,25756
71MH32A-SG,25764
71KA32A-SG,25766
APLAPOLLO-EQ,25780
805HLICL34-N0,25793
725TS41-SG,2581
1180VCCL26-N0,25814
682GJ27-SG,25828
711TS45-SG,25834
VINCOFE-EQ,25835
7712TCHF28-N0,25840
GROWWGOLD-EQ,25872
MORARJEE-BZ,25876
ANKITMETAL-BZ,25878
700TN29-SG,25886
OCCLLTD-EQ,25918
DANISH-SM,25927
765SHFL29-N0,25948
USHAFIN-SM,25952
715MN39-SG,25961
717PN44-SG,25964
758SDIL31-N0,25982
AVL-EQ,25984
67HR30-SG,26
NIFTY,26000
PCBL-EQ,2649
724KA37-SG,2691
713BR34-SG,27002
713HR36A-SG,27004
HEXATRADEX-EQ,27008
CITI26A-N0,27043
709RL39-N0,27057
705GJ31-SG,27113
713HP39-SG,27116
364D131125-TB,27120
713BR34A-SG,27149
711TN34-SG,27153
709GS2074-GS,27170
NTPCGREEN-EQ,27176
LAMOSAIC-ST,27225
737IREDA31-N0,27226
664BR25-SG,2724
APEXECO-SM,27288
AGARWALTUF-SM,27309
SURAKSHA-EQ,27334
699KA28-SG,2735
935TSI29-N0,27408
935TSI32-N0,27431
935TSI30-N0,27448
719WB36-SG,2762
712BR34-SG,28213
RSWM-EQ,2794
CHEMFAB-EQ,2799
713WB40-SG,28250
LXCHEM-EQ,2841
816KSFP29-N0,28503
712PGCIL34-N0,28615
RCF-EQ,2866
770TPREL34-N0,28797
715MN39A-SG,28821
717WB42-SG,28831
PROZONER-BE,28863
CARRARO-EQ,28879
MAYURUNIQ-EQ,28906
94SCL27U-N1,28914
99SCL27V-N1,28915
SCL271224B-N1,28923
965SCL29S-N1,28924
93HFL34-N0,28975
715KA43-SG,29003
717MP38-SG,29004
810NIT40-N0,29022
725IOCL30-N0,29035
701GJ31-SG,29047
705GJ32-SG,29051
694CG29-SG,2907
711TS55-SG,29071
DDEVPLSTIK-EQ,29098
773TCHFL30-N0,29103
182D170725-TB,29134
720RECL35-N0,29155
LAXMIDENTL-EQ,29171
867MUTF30-N0,29184
684UK31-SG,2919
DENTA-EQ,29256
685AR31-SG,2922
720LT35-N0,29233
712GJ35-SG,29237
720NHPC35-N0,29266
729NHB31-N0,29268
970ISF28-N0,29276
684GJ31-SG,2928
711BR45-SG,29293
710TS50-SG,29299
751HUDCO28-N5,29312
SUPREME-EQ,29439
79742SIC30-N0,29467
MCLOUD-EQ,29482
713MH37B-SG,29503
716AS40-SG,29513
714UK32-SG,29519
CHAMUNDA-SM,29541
860TPL31-N0,29545
786ABHFL28-N0,29559
714HR38B-SG,29570
779LTFL30-N0,29643
716KA36B-SG,29693
713KA34A-SG,29709
ORIENTELEC-EQ,2972
TEJASCARGO-SM,29723
825TCSL28-N0,29963
74PFCL35-N0,29971
727MP48-SG,29993
685KA30-SG,300
722TN33-SG,30000
722KA35A-SG,30008
726MP39-SG,30019
79413ABF28-N0,30049
SOTL-EQ,3021
69GJ30-SG,3064
684GA31-SG,3076
682KL32-SG,3077
830NHAI27-N2,31040
NBCC-EQ,31415
LYPSAGEMS-EQ,31468
879NHPC28-N5,31486
892NHPC33-N6,31487
SIEMENS-EQ,3150
JPOLYINVST-EQ,31507
BORORENEW-BE,3155
SFMP42DD-MF,3157
848NTPC28-N2,31760
664GS2035-GS,3204
LODHA-EQ,3220
678JK33-SG,3244
689TS51-SG,3266
678MN31-SG,3304
SUBROS-EQ,3324
ISGEC-EQ,3329
SUPERSPIN-EQ,3357
SFMP43GD-MF,3358
682MH32-SG,3376
BALMLAWRIE-EQ,338
692HR36-SG,3382
69AP39-SG,3385
76IGT26-ND,3425
79IGT28-NF,3433
769IGT28-NH,3451
677RJ31-SG,3511
694AP38-SG,3514
ADANIGREEN-EQ,3563
NAM-INDIA-EQ,357
BASF-EQ,368
VIPIND-EQ,3703
705RJ41-SG,3716
701AP39-SG,3762
WSTCSTPAPR-EQ,3799
ZODIACLOTH-EQ,3821
677WB40-SG,42
PANACEABIO-EQ,4055
GS121225C-GS,4254
687MH30-SG,448
691AS30-SG,431
GS220836C-GS,4494
565TN25-SG,4562
675GJ31-SG,4575
71AP37-SG,469
OSWALGREEN-EQ,471
709WB40-SG,472
CONCOR-EQ,4749
INDRAMEDCO-EQ,4751
AISL-SM,482
SAREGAMA-EQ,4892
71JK33-SG,4894
FDC-EQ,4898
SGBNOV258-GB,497
SVPGLOB-BE,5023
GRINFRA-EQ,5054
717TS41-SG,5090
875PCHFL26-N8,5151
SBIETFCON-EQ,5168
10IIFL28-N4,5212
714AP37-SG,5234
MAHAPEXLTD-EQ,5239
AAREYDRUGS-EQ,5245
BPCL-EQ,526
SFMP48GD-MF,5325
AAVAS-EQ,5385
697TN31B-SG,5417
DUGLOBAL-SM,5457
695TN31B-SG,5471
GRSE-EQ,5475
SFMP49DD-MF,5497
SFMP49GD-MF,5499
705AP35-SG,5527
688GA31-SG,5557
70MZ34-SG,5559
702ML41-SG,5570
698AP36-SG,5668
653CG28-SG,5671
SHREMINVIT-IV,5718
684UP31-SG,5887
676TN31-SG,5742
699TR36-SG,5892
694AP41-SG,5897
CARBORUNIV-EQ,595
689GJ31-SG,5977
70JH33-SG,5983
ABSLAMC-EQ,6018
BMETRICS-SM,6052
AIROLAM-EQ,6068
698RJ31-SG,6100
BHAGCHEM-EQ,6164
605AS25-SG,62
604GJ26-SG,6209
SGBDEC25-GB,623
PREMIER-BE,6248
IGARASHI-EQ,634
699UP31B-SG,6350
LAMBODHARA-BE,6412
TECHNOE-EQ,6445
698RJ31A-SG,6480
SIGACHI-EQ,6663
JINDALSTEL-EQ,6733
698WB37-SG,6749
601GS2028-GS,6866
74GS2035-GS,6874
692HP33-SG,6881
828GS2032-GS,6885
CIPLA-EQ,694
683KA31-SG,6988
HEMIPROP-EQ,701
923GS2043-GS,7087
694WB36-SG,7160
MICEL-EQ,7169
662GS2051-GS,7193
704TS32-SG,7315
MANAKCOAT-BE,7417
MANAKALUCO-EQ,7420
HECPROJECT-EQ,7425
HAVISHA-EQ,7457
MANAKSTEEL-EQ,7463
703HP31-SG,7519
702KA31-SG,7524
70MN31B-SG,7530
702TN31-SG,7533
714AP35-SG,7540
850IIFL27-NA,7662
875IHFL29-ND,7671
MONARCH-EQ,7679
712UP32-SG,7709
718AP40-SG,7713
715UP32-SG,7821
NETF-EQ,7838
VILAS-SM,23909
LIQUIDBETF-EQ,23915
888SCL26A-ZC,23930
INOXWIND-EQ,7852
SCFL310524-ZE,23934
98SCL34-ZS,23972
817TFSIL27-N3,23980
745RJ40-SG,24009
739UK30-SG,24051
UTFIAIPRGI-MF,24055
718HR41-SG,2407
723GJ27-SG,24096
733JK51-SG,24105
759NH27-NE,24114
1003IIFL29-NC,24141
744IREDA34-N0,24179
734RJ34-SG,24181
DPEL-SM,24286
739ML34-SG,24334
737AP36-SG,24335
KARMAENG-EQ,24385
ASHIANA-EQ,24403
EVINDIA-EQ,24461
732HR36A-SG,24488
735JK51-SG,24492
SATIPOLY-SM,24504
955ICCL26-N0,24518
10157PCP27-N0,24549
727TN32-SG,24646
735WB40-SG,24654
734AP49A-SG,24660
735RJ49-SG,24661
731TS50-SG,24662
RAJINDLTD-SM,24707
798SHFL26-N0,24720
CEIGALL-EQ,24742
DHARIWAL-SM,24747
722MH34-SG,24752
729JK45-SG,24761
975SIPL27-N0,24792
828PHFL26-N0,24796
MITCONPP-E1,24802
AESTHETIK-SM,24830
726BR33-SG,24840
736NBFID44-N0,24834
727JK49-SG,24837
705GJ28-SG,24838
728TS38-SG,24843
SUYOG-EQ,24851
781TCHE27-N0,24883
845NOM27-N0,24901
FORCAS-SM,24914
SILGO-EQ,2492
ORIENTTECH-EQ,24961
726KL39-SG,24989
79123SHF26-N0,25016
BODALCHEM-EQ,25017
PARAMATRIX-SM,25069
723MH35-SG,25090
725AS44-SG,25100
725TS46-SG,25103
730PFCL34-N0,25123
GALAPREC-EQ,25134
OSWALAGRO-EQ,2514
799LTFH27-N0,25151
TDPOWERSYS-EQ,25178
722HP39-SG,25215
TOLINS-BE,25264
965AEL27-N4,25287
